Title,Type_ID,Genre_ID,Year,IMDB_Score,Netflix_Original
Crayon Shin-chan: Invasion!! Alien Shiriri,movie,"Adventure, Animation, Comedy",2017,6.2,FALSE
Arctic,movie,"Adventure, Drama",2018,6.8,FALSE
Gunned Down,movie,"Action, Thriller",2017,5.1,FALSE
Anarchist from Colony,movie,"Biography, Drama",2017,6.6,FALSE
A Suitable Girl,movie,"Documentary, Romance",2017,6.9,FALSE
Outlaw King,movie,"Action, Biography, Drama",2018,6.9,FALSE
Saaho,movie,"Action, Thriller",2019,5.1,FALSE
Night School,movie,Comedy,2018,5.6,FALSE
Vir Das: Abroad Understanding,movie,Comedy,2017,6.9,FALSE
UglyDolls,movie,"Adventure, Animation, Comedy",2019,5.1,FALSE
Benedetta,movie,"Biography, Drama, Romance",2021,6.7,FALSE
The Angry Birds Movie 2,movie,"Action, Adventure, Animation",2019,6.4,FALSE
Colette,movie,"Biography, Drama, History",2018,6.7,FALSE
Benjamin the Elephant,movie,"Comedy, Family",2019,3.9,FALSE
Monster Family,movie,"Animation, Comedy, Family",2017,4.8,FALSE
The Girl from the Song,movie,"Drama, Music, Romance",2017,5.6,FALSE
Mon Mon Mon Monsters,movie,"Comedy, Drama, Horror",2017,6.3,FALSE
Rodney King,movie,"Comedy, Drama",2017,6.2,FALSE
The Kissing Booth,movie,"Comedy, Romance",2018,5.9,FALSE
The Spy Who Dumped Me,movie,"Action, Adventure, Comedy",2018,6,FALSE
Shimla Mirchi,movie,"Comedy, Romance",2020,4.6,FALSE
Crazy Rich Asians,movie,"Comedy, Drama, Romance",2018,6.9,FALSE
Accident Man,movie,"Action, Adventure, Comedy",2018,6.2,FALSE
Julian Schnabel: A Private Portrait,movie,Documentary,2017,6.8,FALSE
Knights of the Zodiac,movie,"Action, Adventure, Drama",2023,4.4,FALSE
Out of Thin Air,movie,"Crime, Documentary",2017,6.3,FALSE
Maria Bamford: Old Baby,movie,"Comedy, Documentary",2017,6.2,FALSE
#Realityhigh,movie,"Comedy, Drama, Romance",2017,5.1,FALSE
Fool el seen el azeem,movie,Comedy,2004,6.4,FALSE
Bad Genius,movie,"Comedy, Crime, Drama",2017,7.6,FALSE
"Can't Stop, Won't Stop: A Bad Boy Story",movie,"Documentary, Music",2017,5.4,FALSE
Time Trap,movie,"Action, Adventure, Mystery",2017,6.2,FALSE
Elliot the Littlest Reindeer,movie,"Animation, Comedy, Family",2018,5,FALSE
Expedition Happiness,movie,Documentary,2017,5.9,FALSE
Domino,movie,"Crime, Thriller",2019,4.5,FALSE
Tag,movie,"Action, Comedy",2018,6.5,FALSE
White Fang,movie,"Adventure, Animation, Drama",2018,6.9,FALSE
"Norm Macdonald: Hitler's Dog, Gossip & Trickery",movie,"Comedy, Documentary",2017,7.3,FALSE
Tracy Morgan: Staying Alive,movie,Comedy,2017,6.3,FALSE
Treasure Hunt,movie,Comedy,1952,5.2,FALSE
Mersal,movie,"Action, Crime, Thriller",2017,7.5,FALSE
"Eriko, Pretended",movie,"Comedy, Drama",2016,6.4,FALSE
Critical Eleven,movie,"Drama, Romance",2017,7.1,FALSE
Manu Nna: Simplemente Manu NNa,movie,Comedy,2017,5.5,FALSE
Mawlana,movie,"Drama, Mystery",2016,6.9,FALSE
Judwaa 2,movie,"Action, Comedy, Romance",2017,3.7,FALSE
How to Be Really Bad,movie,"Comedy, Family, Fantasy",2018,6.3,FALSE
Dönerse Senindir,movie,"Comedy, Romance",2016,4.8,FALSE
Hellboy,movie,"Action, Adventure, Fantasy",2019,5.3,FALSE
Maître du monde,movie,Drama,2011,5.6,FALSE
Our Mighty Yaya,movie,Comedy,2017,6.5,FALSE
Summer's Over,movie,Drama,2016,6.9,FALSE
Operation Carwash: A Worldwide Corruption Scandal Made in Brazil,movie,"Action, Crime, Thriller",2017,6.4,FALSE
Les frères Soeur,movie,Comedy,2000,4.3,FALSE
Mary Queen of Scots,movie,"Biography, Drama, History",2018,6.3,FALSE
The Brigade,movie,Drama,2017,6.1,FALSE
Lamborghini: The Man Behind the Legend,movie,"Biography, Drama, Sport",2022,5.4,FALSE
Ali's Wedding,movie,"Comedy, Drama, Romance",2017,6.9,FALSE
Australia Day,movie,Drama,2017,5.7,FALSE
Hidden Strike,movie,"Action, Adventure, Comedy",2023,5.4,FALSE
Guns Akimbo,movie,"Action, Comedy, Crime",2019,6.3,FALSE
Surau dan Silek,movie,"Comedy, Drama, Family",2017,8.8,FALSE
Reggae in a Babylon,movie,"Documentary, Music",2005,6.8,FALSE
"Extremely Wicked, Shockingly Evil and Vile",movie,"Biography, Crime, Drama",2019,6.7,FALSE
Brotherhood of Blades 2,movie,"Action, Adventure, Drama",2017,6.6,FALSE
Superlopez,movie,"Action, Comedy, Sci-Fi",2018,5.4,FALSE
Bomb Scared,movie,Comedy,2017,5.7,FALSE
Shimmer Lake,movie,"Action, Comedy, Crime",2017,6.3,FALSE
Zoe,movie,"Drama, Romance, Sci-Fi",2018,6.1,FALSE
9 Summers 10 Autumns,movie,"Biography, Drama, Family",2013,8.1,FALSE
The Best of Enemies,movie,"Biography, Drama, History",2019,7.3,FALSE
John Wick: Chapter 3 - Parabellum,movie,"Action, Crime, Thriller",2019,7.4,FALSE
Toys & Pets,movie,"Adventure, Animation, Comedy",2017,5.6,FALSE
Kanang Anak Langkau The Iban Warrior,movie,"Action, Adventure, History",2017,5.8,FALSE
Dear Other Self,movie,"Comedy, Romance",2017,6.7,FALSE
Meus 15 Anos,movie,"Comedy, Drama, Family",2017,5.2,FALSE
"Remi, Nobody's Boy",movie,"Adventure, Drama, Family",2018,7.1,FALSE
Hasan Minhaj: Homecoming King,movie,Comedy,2017,8.2,FALSE
Private Life,movie,"Comedy, Drama",2018,7.2,FALSE
"Juliet, Naked",movie,"Comedy, Drama, Music",2018,6.6,FALSE
Mamma Mia! Here We Go Again,movie,"Comedy, Musical, Romance",2018,6.6,FALSE
Rolling to You,movie,"Comedy, Romance",2018,6.5,FALSE
Monster Hunter,movie,"Action, Adventure, Fantasy",2020,5.2,FALSE
Peppermint,movie,"Action, Thriller",2018,6.5,FALSE
Us,movie,"Horror, Mystery, Thriller",2019,6.8,FALSE
Bob & Marys,movie,"Comedy, Crime",2018,5.3,FALSE
Charlie's Angels,movie,"Action, Adventure, Comedy",2019,5,FALSE
Mavka: The Forest Song,movie,"Adventure, Animation, Comedy",2023,6.6,FALSE
Cinta Laki-Laki Biasa,movie,"Drama, Romance",2016,6.9,FALSE
The Boss Baby: Family Business,movie,"Adventure, Animation, Comedy",2021,5.9,FALSE
Sarah Silverman: A Speck of Dust,movie,Comedy,2017,6.9,FALSE
Der Hamster,movie,"Comedy, Drama",2015,6.1,FALSE
Ride Tonight!,movie,"Drama, History",1942,6.4,FALSE
Hirugao,movie,"Drama, Romance",2017,5.9,FALSE
Aladdin 2,movie,"Comedy, Fantasy",2018,3.8,FALSE
Braven,movie,"Action, Thriller",2018,5.9,FALSE
The Price of Success,movie,"Comedy, Drama",2017,5.8,FALSE
The Visit,movie,"Comedy, Romance, Thriller",2015,5.9,FALSE
Long Shot,movie,"Comedy, Romance",2019,6.8,FALSE
Truth or Dare,movie,"Horror, Mystery, Thriller",2018,5.2,FALSE
Doob - No Bed of Roses,movie,Drama,2017,6.1,FALSE
Heavy Trip,movie,"Comedy, Music",2018,7,FALSE
Burn Out,movie,"Action, Thriller",2017,6.2,FALSE
JT LeRoy,movie,"Biography, Drama",2018,5.5,FALSE
Word of God,movie,"Comedy, Drama",2017,5.9,FALSE
Close,movie,"Action, Drama, Thriller",2019,5.7,FALSE
Mortal Kombat,movie,"Action, Adventure, Fantasy",2021,6,FALSE
Sweet Twenty,movie,"Comedy, Fantasy, Music",2017,7.1,FALSE
Not all the Cats are Gray,movie,,2004,,FALSE
Starship Troopers: Traitor of Mars,movie,"Action, Animation, Sci-Fi",2017,5.5,FALSE
"Oh, Hello on Broadway",movie,Comedy,2017,7.7,FALSE
Mandy,movie,"Action, Fantasy, Horror",2018,6.5,FALSE
S.W.A.T.: Under Siege,movie,"Action, Thriller",2017,4.6,FALSE
Beksinscy. Album wideofoniczny,movie,Documentary,2017,7.6,FALSE
Desert Coffee,movie,Documentary,2017,6.6,FALSE
Mumon: The Land of Stealth,movie,"Action, Romance",2017,6.6,FALSE
My Father Saved My Life,movie,"Crime, Drama",2001,6.8,FALSE
Can We Still Be Friends?,movie,Romance,2017,6.3,FALSE
100% Coco,movie,Drama,2017,5.1,FALSE
Rory Scovel Tries Stand-Up for the First Time,movie,"Comedy, Documentary",2017,6.8,FALSE
Haikyu!! 3: Genius and Sense,movie,"Animation, Comedy, Drama",2017,7.1,FALSE
Haikyu!! 4: Battle of Concepts,movie,"Animation, Comedy, Drama",2017,7.3,FALSE
Catching Feelings,movie,"Comedy, Drama, Romance",2017,5.7,FALSE
Marco Luque: Tamo Junto,movie,Comedy,2017,4.4,FALSE
CounterPunch,movie,"Documentary, Sport",2017,6.7,FALSE
Chris D'Elia: Man on Fire,movie,Comedy,2017,6.5,FALSE
Mountain,movie,Documentary,2017,7.2,FALSE
Been So Long,movie,"Drama, Musical, Romance",2018,5.5,FALSE
Family,movie,Comedy,2018,6.4,FALSE
Puss in Book: Trapped in an Epic Tale,movie,"Action, Adventure, Animation",2017,5.2,FALSE
Doraemon: Great Adventure in the Antarctic Kachi Kochi,movie,"Adventure, Animation, Comedy",2017,6.7,FALSE
Sierra Burgess Is a Loser,movie,"Comedy, Drama, Romance",2018,5.8,FALSE
Ibiza,movie,"Comedy, Romance",2018,5.2,FALSE
Mubarakan,movie,"Comedy, Romance",2017,5.6,FALSE
The Game Changers,movie,"Documentary, Sport",2018,7.8,FALSE
Once Upon A Time,movie,"Action, Adventure, Drama",2017,5.1,FALSE
The Peanut Butter Falcon,movie,"Adventure, Comedy, Drama",2019,7.6,FALSE
Shadow,movie,"Action, Adventure, Fantasy",2018,7,FALSE
The Return,movie,"Action, Documentary",2017,6.9,FALSE
Bangarang,movie,"Adventure, Family, Fantasy",2017,6.7,FALSE
Velvet Buzzsaw,movie,"Horror, Mystery, Thriller",2019,5.7,FALSE
I'm (Endless Like the Space),movie,"Drama, Fantasy",2017,5.1,FALSE
A Note to God,movie,"Adventure, Drama, Fantasy",2017,7,FALSE
The House with a Clock in Its Walls,movie,"Comedy, Family, Fantasy",2018,6.1,FALSE
Wonder Woman 1984,movie,"Action, Adventure, Fantasy",2020,5.4,FALSE
Lal Patthar,movie,Drama,1971,6.1,FALSE
Khoon Khoon,movie,"Crime, Mystery, Thriller",1973,5,FALSE
Ittefaq,movie,"Mystery, Thriller",2017,7.2,FALSE
Qila,movie,"Drama, Family, Music",1998,4.8,FALSE
Deus ex Machina,movie,"Fantasy, History, Horror",2017,,FALSE
Robert and the Toymaker,movie,Horror,2017,3.3,FALSE
Sniper: Ultimate Kill,movie,"Action, Drama, Thriller",2017,5.6,FALSE
Outdoor Begins,movie,"Comedy, Fantasy, Horror",2017,5.4,FALSE
Tiffany Haddish: She Ready! From the Hood to Hollywood,movie,Comedy,2017,6.6,FALSE
The Red Sea Diving Resort,movie,"Drama, History, Thriller",2019,6.6,FALSE
The Grudge,movie,"Fantasy, Horror",2019,4.4,FALSE
The Week Of,movie,Comedy,2018,5.2,FALSE
Volta,movie,Comedy,2017,5,FALSE
Le trip à trois,movie,Comedy,2017,6,FALSE
Catatan Si Boy,movie,Drama,1987,6.5,FALSE
Maria By Callas,movie,"Biography, Documentary, Music",2017,7.2,FALSE
Maly Jakub,movie,"Drama, Mystery",2017,5.5,FALSE
The Informer,movie,"Action, Crime, Drama",2019,6.6,FALSE
Killing Jesus,movie,"Crime, Drama, Thriller",2017,7,FALSE
The Killer,movie,Western,2017,6,FALSE
To All the Boys I've Loved Before,movie,"Comedy, Drama, Romance",2018,7,FALSE
The Maybe Pile,movie,"Action, Animation, Comedy",2017,6.9,FALSE
Banda: The Dark Forgotten Trail,movie,Documentary,2017,7.4,FALSE
Conor McGregor: Notorious,movie,"Biography, Documentary, Sport",2017,7.1,FALSE
Soul,movie,Documentary,2017,6.7,FALSE
Clara,movie,"Drama, Sci-Fi",2018,6.7,FALSE
Drive,movie,"Action, Crime, Thriller",2019,3.2,FALSE
The Last Suit,movie,Drama,2017,7.1,FALSE
Dear Nathan,movie,"Drama, Romance",2017,6.7,FALSE
Paolo Borsellino: Adesso tocca a me,movie,History,2017,7.3,FALSE
Asinamali,movie,"Drama, Musical",2017,6.6,FALSE
Gnome Alone,movie,"Adventure, Animation, Comedy",2017,5.6,FALSE
Aditi Mittal: Things They Wouldn't Let Me Say,movie,Comedy,2017,4.5,FALSE
Joe Mande's Award-Winning Comedy Special,movie,"Comedy, Documentary",2017,6.1,FALSE
Satan's Slaves,movie,"Drama, Horror, Mystery",2017,6.5,FALSE
Misfit,movie,"Comedy, Family",2017,4.4,FALSE
Seeking True Love,movie,"Comedy, Romance",2017,7.5,FALSE
I See You,movie,"Comedy, Drama, Romance",2017,7.5,FALSE
Panoptic,movie,Documentary,2017,6.3,FALSE
Ten Days Without Mom,movie,"Comedy, Family",2017,5.8,FALSE
Bad Samaritan,movie,"Crime, Drama, Horror",2018,6.4,FALSE
My Love or My Passion,movie,"Comedy, Family, Romance",2017,5.3,FALSE
Fidaa,movie,"Comedy, Drama, Romance",2017,7.4,FALSE
The Traitor,movie,Drama,2017,5.6,FALSE
Unsane,movie,"Drama, Horror, Mystery",2018,6.4,FALSE
The Family,movie,"Documentary, Drama",2017,7.7,FALSE
Budapest,movie,Comedy,2018,5.5,FALSE
Pietra tenera,movie,Documentary,2017,6.3,FALSE
Dust of Empire,movie,Drama,1983,5.6,FALSE
How to Break Up with Your Douchebag,movie,Comedy,2017,5.1,FALSE
Dooly the Little Dinosaur: The Adventure of Ice Planet,movie,"Adventure, Animation, Comedy",1996,6.8,FALSE
In the Heights,movie,"Drama, Musical, Romance",2021,7.3,FALSE
The Delinquent Season,movie,"Drama, Romance",2018,6.4,FALSE
The Children Act,movie,Drama,2017,6.7,FALSE
The Catcher Was a Spy,movie,"Biography, Drama, War",2018,6.3,FALSE
El Hubiera Sí Existe,movie,"Comedy, Romance",2019,6.1,FALSE
Dead Donkeys Fear No Hyenas,movie,Documentary,2017,7.2,FALSE
Finally Found Someone,movie,"Comedy, Romance",2017,5.8,FALSE
Meghnadbodh Rohoshyo,movie,Thriller,2017,6.2,FALSE
Olly Alexander: Growing Up Gay,movie,Documentary,2017,7.3,FALSE
The Girl in the Fog,movie,"Crime, Drama, Mystery",2017,6.8,FALSE
Sweet Country,movie,"Adventure, Crime, Drama",2017,6.9,FALSE
Tueurs,movie,"Crime, Drama, Thriller",2017,6.1,FALSE
The Starling,movie,"Comedy, Drama",2021,6.4,FALSE
The Angel,movie,"Action, Biography, Drama",2018,6.7,FALSE
Maz Jobrani: Immigrant,movie,Comedy,2017,6.7,FALSE
Breaking News,movie,Drama,2017,6.1,FALSE
Transition,movie,"Drama, Romance",2018,3.8,FALSE
Jim & Andy: The Great Beyond,movie,Documentary,2017,7.6,FALSE
Ryan Hamilton: Happy Face,movie,"Comedy, Documentary",2017,7.3,FALSE
City Hunter,movie,"Action, Comedy, Crime",2018,6.5,FALSE
L'état de grâce,movie,"Drama, Romance",1986,5,FALSE
Respeto,movie,Drama,2017,7.3,FALSE
Elsellem wel te'ban,movie,"Drama, Romance",2001,5.8,FALSE
Catatan Si Boy 2,movie,Drama,1988,6.3,FALSE
Taymour and Shafika,movie,"Action, Comedy, Romance",2007,5.8,FALSE
Alan Saldaña: Mi vida de pobre,movie,Comedy,2017,6.3,FALSE
World War A: Aliens Invade Earth,movie,Documentary,2016,5,FALSE
24 Hours to Live,movie,"Action, Sci-Fi, Thriller",2017,5.8,FALSE
Hearts Beat Loud,movie,"Comedy, Drama, Music",2018,6.9,FALSE
Abducted in Plain Sight,movie,"Crime, Documentary",2017,6.8,FALSE
4K Fireplace,movie,Reality-TV,2015,7.9,FALSE
Fyra fruar och en man,movie,Documentary,2007,7.1,FALSE
I Can Speak,movie,"Comedy, Drama",2017,7.5,FALSE
Lynne Koplitz: Hormonal Beast,movie,Comedy,2017,6.3,FALSE
The Promise,movie,"Drama, Horror, Thriller",2017,5.9,FALSE
Diana: The Woman Inside,movie,Documentary,2017,6.9,FALSE
Strange But True,movie,"Drama, Mystery, Thriller",2019,5.9,FALSE
Brad Paisley's Comedy Rodeo,movie,Comedy,2017,5.7,FALSE
Montford: The Chickasaw Rancher,movie,"Biography, Drama, History",2021,6.7,FALSE
Oxygen,movie,"Drama, Fantasy, Sci-Fi",2021,6.5,FALSE
Greta,movie,"Drama, Mystery, Thriller",2018,6.1,FALSE
Indian Horse,movie,"Drama, Sport",2017,7.3,FALSE
Alaska Is a Drag,movie,Drama,2017,6.6,FALSE
Sotka,movie,Comedy,2018,5.8,FALSE
Corpus Christi,movie,Drama,2019,7.7,FALSE
Meda or The Not So Bright Side of Things,movie,Drama,2017,6.3,FALSE
Warkop DKI Reborn: Jangkrik Boss Part 2,movie,"Adventure, Comedy",2017,5.5,FALSE
The Cousin,movie,"Comedy, Drama",2017,6.7,FALSE
Dnyukha!,movie,"Comedy, Romance",2018,5.3,FALSE
Barefoot,movie,"Comedy, Drama",2017,6.7,FALSE
Short w Fanelah w Cap,movie,"Comedy, Romance",2000,4.9,FALSE
Woke Up Like This,movie,Comedy,2017,6.4,FALSE
The Good Place,movie,Drama,2018,6.2,FALSE
The Goat Life,movie,"Adventure, Drama",2024,7.1,FALSE
Narratage,movie,"Drama, Romance",2017,5.4,FALSE
Gaga: Five Foot Two,movie,"Documentary, Music",2017,7,FALSE
Boy Erased,movie,"Biography, Drama",2018,6.9,FALSE
Ayla: The Daughter of War,movie,"Biography, Drama, History",2017,8.2,FALSE
Out of Bounds,movie,"Drama, Romance, Short",2011,7.6,FALSE
The Goldfinch,movie,"Crime, Drama, Mystery",2019,6.4,FALSE
Dumplin',movie,"Comedy, Drama",2018,6.5,FALSE
"No Panic, With a Hint of Hysteria",movie,"Comedy, Crime",2016,5,FALSE
Outside In,movie,Drama,2017,6.7,FALSE
Buddy Games,movie,Comedy,2019,4.8,FALSE
212 Warrior,movie,"Action, Adventure, Comedy",2018,6.9,FALSE
Invader ZIM: Enter the Florpus,movie,"Action, Adventure, Animation",2019,7.4,FALSE
The Souvenir: Part II,movie,"Drama, Romance",2021,7.1,FALSE
Traffik,movie,"Action, Thriller",2018,5.9,FALSE
Jeff Dunham: Relative Disaster,movie,Comedy,2017,6.4,FALSE
Love You to the Stars and Back,movie,"Adventure, Comedy, Drama",2017,7.4,FALSE
Kingdom of Us,movie,"Documentary, Drama",2017,7,FALSE
Village Rockstars,movie,Drama,2017,7.2,FALSE
Joan Didion: The Center Will Not Hold,movie,"Biography, Documentary",2017,7.5,FALSE
Voyeur,movie,"Crime, Documentary",2017,6.1,FALSE
Resurface,movie,"Documentary, Short, Sport",2017,6.9,FALSE
Eun-ha,movie,"Crime, Drama, Romance",2016,7,FALSE
Invisible,movie,Drama,2017,6,FALSE
Jerry Before Seinfeld,movie,Comedy,2017,7,FALSE
Calibre,movie,"Drama, Thriller",2018,6.8,FALSE
Aakhri Adaalat,movie,"Action, Thriller",1988,5,FALSE
Marc Maron: Too Real,movie,Comedy,2017,7.2,FALSE
Uncle Drew,movie,"Comedy, Drama, Sport",2018,5.8,FALSE
Teen Titans GO! To the Movies,movie,"Action, Adventure, Animation",2018,6.7,FALSE
Twilight of the Yakuza,movie,Documentary,2013,5.9,FALSE
Cuba and the Cameraman,movie,Documentary,2017,8.2,FALSE
One of Us,movie,Documentary,2017,7,FALSE
Veleno,movie,"Crime, Drama",2017,5.6,FALSE
Fabrizio Copano: Solo pienso en mi,movie,Comedy,2017,4.9,FALSE
Joaquín Reyes: Una y no más,movie,Comedy,2017,6.2,FALSE
Mutluluk Zamani,movie,"Comedy, Romance",2017,5.9,FALSE
The Royal Hibiscus Hotel,movie,"Comedy, Romance",2017,5.4,FALSE
Yuddham Sharanam,movie,"Action, Thriller",2017,5.7,FALSE
The Great Buddha+,movie,"Comedy, Crime, Drama",2017,7.6,FALSE
La legge del numero uno,movie,Drama,2017,6.2,FALSE
How It Ends,movie,"Action, Drama, Horror",2018,5.1,FALSE
A Rainy Day in New York,movie,"Comedy, Romance",2019,6.5,FALSE
The Fox,movie,"Drama, Thriller",2017,5.2,FALSE
Heroin(e),movie,"Documentary, Short",2017,6.8,FALSE
All Inclusive,movie,"Comedy, Drama",2017,5.5,FALSE
Maktub,movie,"Comedy, Drama",2017,7.2,FALSE
Couple of Days,movie,Drama,2016,7.2,FALSE
Jomblo,movie,Comedy,2017,5.8,FALSE
Miluji te modre,movie,"Comedy, Drama, Romance",2017,4.7,FALSE
Sofra Sirlari,movie,"Comedy, Crime, Drama",2017,6.7,FALSE
"Me gusta, pero me asusta",movie,Comedy,2017,5.7,FALSE
Saawan,movie,"Drama, Thriller",2016,7.3,FALSE
Maquia: When the Promised Flower Blooms,movie,"Adventure, Animation, Drama",2018,7.4,FALSE
Double Trouble,movie,"Adventure, Family",2017,5.4,FALSE
A Tiger in Winter,movie,"Drama, Romance",2017,6.2,FALSE
Barbie: Dolphin Magic,movie,"Adventure, Animation, Family",2017,5.6,FALSE
Susu,movie,"Crime, Drama, Horror",2018,3.6,FALSE
In Line,movie,Drama,2017,6,FALSE
Dona Flor and Her Two Husbands,movie,"Comedy, Romance",2017,5.9,FALSE
Possessive,movie,"Drama, Romance",2017,7.3,FALSE
Dummie the Mummy and the Tomb of Achnetut,movie,"Adventure, Family",2017,5.4,FALSE
By My Side,movie,"Drama, Romance",2017,,FALSE
The Titan,movie,"Drama, Mystery, Romance",2018,4.8,FALSE
"Paul, Apostle of Christ",movie,"Adventure, Biography, Drama",2018,6.6,FALSE
The Translators,movie,"Mystery, Thriller",2019,6.5,FALSE
Errementari,movie,"Fantasy, Horror",2017,6.3,FALSE
The Inhabitant,movie,Horror,2017,5.2,FALSE
My Giraffe,movie,Family,2017,6.5,FALSE
Squad,movie,Drama,2017,7.1,FALSE
Travel Mates,movie,Comedy,2017,6.1,FALSE
Ketenpere,movie,Comedy,2017,4.5,FALSE
My Brother 2,movie,"Comedy, Romance",2017,4.5,FALSE
Between Family,movie,Comedy,2017,7.6,FALSE
Maide'nin Altin Günü,movie,Comedy,2017,3.7,FALSE
Long Shot,movie,"Crime, Documentary, Sport",2017,7.4,FALSE
The Lord of the Seagull,movie,Drama,2017,5.9,FALSE
The Twin,movie,"Drama, Horror, Mystery",2022,5.1,FALSE
Strawberry Days,movie,Drama,2017,6.4,FALSE
Museo,movie,"Crime, Drama",2018,6.8,FALSE
The Reservoir Game,movie,Documentary,2017,6.1,FALSE
Historietas Assombradas: O Filme,movie,"Adventure, Animation, Comedy",2017,6.9,FALSE
Perfect Health,movie,"Drama, Thriller",2017,5.1,FALSE
The White Crow,movie,"Biography, Drama",2018,6.6,FALSE
Def Comedy Jam 25,movie,"Comedy, Documentary",2017,6.6,FALSE
The Most Assassinated Woman in the World,movie,"Biography, Drama, Mystery",2018,5.3,FALSE
RV: Resurrected Victims,movie,"Action, Mystery, Thriller",2017,5.6,FALSE
Love Over Distance,movie,"Comedy, Romance",2017,6.4,FALSE
The Swindlers,movie,"Action, Crime",2017,6.6,FALSE
The Milk System,movie,Documentary,2017,7,FALSE
Chi m'ha visto,movie,Comedy,2017,5.9,FALSE
Romantic Road,movie,"Adventure, Documentary, Romance",2017,6.8,FALSE
Rodney Carrington: Here Comes the Truth,movie,"Comedy, Documentary",2017,4.8,FALSE
Redfern Now: Promise Me,movie,Drama,2015,7.6,FALSE
Isoken,movie,"Comedy, Drama, Romance",2017,6.4,FALSE
Alles voor elkaar,movie,Comedy,2017,5.4,FALSE
Smaller and Smaller Circles,movie,Crime,2017,6.6,FALSE
Sunday Morning in Victoria Park,movie,Drama,2010,7.6,FALSE
"The Bold, the Corrupt, and the Beautiful",movie,"Drama, Mystery, Thriller",2017,7.3,FALSE
The Emperor of Paris,movie,"Adventure, Crime, History",2018,6.3,FALSE
Proxima,movie,"Adventure, Drama, Sci-Fi",2019,6.3,FALSE
Behind the Players,movie,Documentary,2012,,FALSE
Journal 64,movie,"Crime, Mystery, Thriller",2018,7.4,FALSE
Patton Oswalt: Annihilation,movie,Comedy,2017,7.2,FALSE
Legalize Já: Amizade Nunca Morre,movie,"Biography, Drama",2017,6.9,FALSE
Jack Whitehall: At Large,movie,Comedy,2017,6.9,FALSE
The Price of Fairness,movie,Documentary,2017,7.4,FALSE
Men in Black: International,movie,"Action, Adventure, Comedy",2019,5.6,FALSE
Splatter,movie,"Comedy, Horror",2009,3.1,FALSE
The Debutantes,movie,Horror,2017,4.8,FALSE
Masters in Forbidden City,movie,Documentary,2016,6.9,FALSE
The Outlaws,movie,"Action, Crime, Thriller",2017,7.2,FALSE
Unicorn,movie,Drama,2017,5.9,FALSE
DEAW #1 Stand Up Comedy Show,movie,Comedy,1995,,FALSE
DEAW #2 Stand Up Comedy Show,movie,Comedy,1996,,FALSE
DEAW #3 Stand Up Comedy Show,movie,Comedy,1997,,FALSE
Qarib Qarib Single,movie,"Comedy, Romance",2017,7.1,FALSE
One More Chance,movie,"Comedy, Drama",2005,5.6,FALSE
The Art of Self-Defense,movie,"Comedy, Crime, Drama",2019,6.6,FALSE
The 3rd Eye,movie,"Drama, Fantasy, Horror",2017,5.1,FALSE
Escape Plan: The Extractors,movie,"Action, Crime, Thriller",2019,4.4,FALSE
47 Meters Down: Uncaged,movie,"Adventure, Drama, Horror",2019,5,FALSE
Truth or Dare,movie,"Horror, Mystery, Thriller",2017,5,FALSE
Praça Paris,movie,Drama,2017,6.6,FALSE
Altas Expectativas,movie,"Comedy, Romance",2017,6.1,FALSE
Christina P: Mother Inferior,movie,Comedy,2017,6.3,FALSE
The Curse of La Llorona,movie,"Horror, Mystery, Thriller",2019,5.3,FALSE
Live,movie,"Drama, Thriller",2015,6,FALSE
About Someone,movie,Drama,2005,6.8,FALSE
Laura & Marsha,movie,Drama,2013,6.4,FALSE
The Eternal Feminine,movie,Drama,2017,7,FALSE
Creed II,movie,"Action, Drama, Sport",2018,7.1,FALSE
Omnipresent,movie,Drama,2017,7.4,FALSE
Seven Sundays,movie,"Comedy, Drama, Family",2017,7.6,FALSE
25 km/h,movie,"Adventure, Comedy, Drama",2018,7.2,FALSE
Island Fishermen,movie,"Adventure, Drama, Romance",1959,5.8,FALSE
Radioactive,movie,"Biography, Drama, Romance",2019,6.3,FALSE
Antes que Eu Me Esqueça,movie,"Comedy, Drama",2018,6.7,FALSE
Ach spij kochanie,movie,"Crime, Thriller",2017,5.6,FALSE
"El especial de Alex Fernández, el Especial",movie,Comedy,2017,6.8,FALSE
Satu Hari Nanti,movie,"Drama, Romance",2017,6.4,FALSE
Wigilia,movie,Drama,2014,6.9,FALSE
Fallen Not Forgotten,movie,"Documentary, Action",2017,,FALSE
Malevolent,movie,"Horror, Mystery, Thriller",2018,4.9,FALSE
Happy as Lazzaro,movie,"Drama, Fantasy, Mystery",2018,7.5,FALSE
Genco,movie,"Drama, Fantasy",2017,4.9,FALSE
Pestkop,movie,"Drama, Thriller",2017,5.1,FALSE
The Call of the Wild,movie,"Adventure, Drama, Family",2020,6.7,FALSE
Werewolves of the Third Reich,movie,"Action, Adventure, Horror",2017,2.2,FALSE
The Revenge of Robert the Doll,movie,Horror,2018,2.7,FALSE
Balangiga: Howling Wilderness,movie,"Adventure, Drama, History",2017,7,FALSE
Kids on the Slope,movie,Drama,2018,6.7,FALSE
Liz and the Blue Bird,movie,"Animation, Drama, Fantasy",2018,7.1,FALSE
Verses of Love 2,movie,"Drama, Romance",2017,5.5,FALSE
Don't Breathe 2,movie,"Action, Crime, Horror",2021,6,FALSE
